id,product_name,origin text,price
1,PINK DROP 30ml & PINK PAD 60sheets,순하고 척촉해서 좋어요,"67,000원 "
2,PINK DROP 30ml & PINK PAD 60sheets,피부가 많이 건조해서 추천받고 구매했는데 쓰는 날부터 피부가 편안해져서 대 만족입니다,"67,000원 "
3,PINK INSPIRATION  CREAM DROP 30ml,덥고 습하지만 사무실은 에어컨 바람에 건조하고 이럴때 더 빛을 발하는 핑크드롭입니다. 가볍게 휘~릭 바르지만 하루종일 촉촉하니 최고입니다.,"38,000원 "
4,GREEN PEEL QUICK  WATER PAD 60sheets,H사 색깔 ㅎㅎ예쁜 박스랑 쇼핑백에 한눈에 반했어요. 근데 사용해 보니 더 좋아요~~~ 그린패드가 도톰하니 스킨처럼 닦아내고 핑크드롭만 발라도 하루 종일 촉촉하고 화장도 잘 먹어서 좋더군요… 양이 조금만 더 많으면 좋겠다는 아쉬움은 있지만 너무 좋아서 구매해요~~,"28,000원 "
5,PINK BARRIER QUICK CREAM PAD 60sheets,덥고 습한 여름에는 핑크패드 하나만 사용해도 되서 좋아요. 크림앰플을 가득 담은 보들보들 패드는 사랑입니다*^^*~~,"29,000원 "
6,RED SOOTHER QUICK AMPOULE PAD 60sheets,"머리 말리면서 얼굴에 붙여 두면 시원하고 진정이 바로 되요~ 그리고 얼굴, 목 닦아서 마무리 하면 토너 단계 끝~에센스 바르면 되니 편하고 좋아요. 보들보들한 패드라 없어서 더 좋아요~","28,000원 "
7,YELLOW INSPIRATION  PEEL DROP  30ml,저녁에 바르고 자면 다음날 아침 세수할때 얼굴에 느낌이 달라져요 매끈 보들 화장도 잘 먹어서 이젠 필수품입니다.,"35,000원 "
8,PINK BARRIER QUICK CREAM PAD 60sheets,요즘은 핑크패드 하나만 사용해도 좋아요. 한장씩 꺼내서 닦기만 하면 되니 엄청 편해요~ 친구들에게 선물하기도 좋아서 재입고 되었을때 냉큼 구매합니다. ,"29,000원 "
9,RED SOOTHER QUICK AMPOULE PAD 60sheets,"한동안 품절이라 아쉬웠는데,, 재입고 되서 빨리 주문했어요. 보들보들 촉촉 빠르게 진정시켜주는~ 레드패드는 기초관리  필수템입니다.","28,000원 "
10,YELLOW INSPIRATION  PEEL DROP  30ml,필링제품인데도 자극이 없어서 꾸준히 사용 중 인데 사용하면 할 수도 믿음이 가요. 여름에 더 좋아요. 다음날 아침 번들거림 없이 뽀송한 얼굴 만질때마다 기분이 좋아요~~,"35,000원 "
11,GREEN INSPIRATION  GLOW DROP 30ml,거의 7-8개월째 쭉 사용 중이예요. 최애 앰플이지요. 끈적임 일도 없고 빠르게 쏙 쓰며 들어서 맘에 쏙 들어요.겨울에는 그린드롭만 바르면 조금 건조해서 크림을 덧발랐는데 여름에는 요거 하나만 발라도 되서 더 좋아요^^~,"35,000원 "
12,GREEN PEEL QUICK  WATER PAD 60sheets,지성피부라 늘 얼굴이 번들거려 비누로 꼼꼼하게 씻어내야 합니다. 문제는 그러고 나면 보호막까지 씻겨나가서 그런지 얼굴이 너무 당깁니다. 그린패드를 만나고~~~한번에 해결합니다. 비누로 대충 씻고 그린패드로 닦아내면 끝~~ 요제품 너무 좋습니다.지성피부 피지각질 관리에 강추합니다.,"28,000원 "
13,PINK INSPIRATION  CREAM DROP 30ml,항상 건조함을 달고 사는데 먼데이뮤지엄 핑크인그프레이션 크림드롭으로 너~~무 촉촉해져서 기분좋아요^^ 옐로드롭으로 바르고 난 후 사용하면 피부가 놀라 보게 달라 져서 대 만족이에요. 지인들 추천해서 구매하신 분들도 너무 만족해 하고 특히 까칠한 우리집 둘째 딸이 안물어 봤는데&ldquo;엄마 이거 진짜 좋은 것 같아&rdquo;라고 말해서 찐템확인완료 ㅎㅎ 재구매 100000% 건성피부 촉촉피부로 바뀌는 마법❤️❤️❤️,"38,000원 "
14,GREEN PEEL QUICK  WATER PAD 60sheets,누런 각질이 닦여 나와요 깨끗 맨들~~ 대형패드로 나오면 몸도 닦아내고 싶어요~~,"28,000원 "
15,PINK INSPIRATION  CREAM DROP 30ml,"바르자니 끈적이고 안바르자니 땡기고 이런 여름철 고민 해결,  핑크드롭 하나만 발라도 되서 편하고 좋습니다. 콤팩트한 여행갈때 들고 다니기도 좋습니다. ﻿펌프형이라 손에 안 묻히고 얼굴에 바로 시용항 수 있어서 좋습니다. 끝까지 다 사용할 수 있어서도 좋습니다. 그리고 마지막!!! 이 제품 사용하고 세수하고 나서 깜놀~ 얼굴에서 광이 나서 피부가 좋아지는게 보입니다. 이 제품은 진짜  좋아요 5개입니다.","38,000원 "
16,GREEN INSPIRATION  GLOW DROP 30ml,금방 쏙 훕수되서 붉은기를 빠르게 진정시켜 주네요~ 며칠 사용하는 중인데 광도 나는 거 같은데 꾸준히 사용해 보면 알겠죠. 더워서 아무것도 바르기 싫은데 여름에 바르기 좋은 제품 찾았어요.,"35,000원 "
17,YELLOW INSPIRATION  PEEL DROP  30ml,지성이라 여름에 진짜 힘듬 번들거리고 모공 넓어지고 저녁에 옐로드롭으로 피지관리 아침에 그린드롭으로 산뜻하게 수분충전 인생템을 찾았어요,"35,000원 "
18,PINK INSPIRATION  CREAM DROP 30ml,기초 3-4단계를 뛰어넘는 효과 상세설명처럼 요즘같은 날씨엔 핑크드롭 하나만 발라도 하루종일 촉촉해요. 출근할 땐 샴실에 가면  에어컨 땜에 건조해서 그린드롭을 추가 스킨처럼 먼저 바르고 핑크드롭 발르니 좋네요. 2제품으로 기초 관리 끝~진짜 좋네요,"38,000원 "
19,YELLOW INSPIRATION  PEEL DROP  30ml,지성이라 여름에 기름이 번들 엄청 힘들어요. 친구가 옐로드롭이랑 레드패드 생일선물해줘서 사용해보니 넘 좋아요~이제 저녁엔 필수품!! 바르도 자면 다음날 아침 매끈 깔끔합니다. 다 사용해서 내돈내산 구매하고 추천합니다.,"35,000원 "
20,PINK INSPIRATION  CREAM DROP 30ml,더워서 아무것도 바르기 싫은데 그렇다고 아무것도 안 바르면 일하러 가면 에어컨 바람  때문에 당겨요. 요즘처럼 답고 습할 때 핑크드롭 하나로 해결되서 너무 좋아요~~,"38,000원 "
21,PINK INSPIRATION  CREAM DROP 30ml,﻿특히 여름에 이것저것 바를 필요없이 이거 하나만 발라도 된다고 진짜  맘에 들어하세요~~엄마와 같이 쓰는 화장품 브랜드입니다.,"38,000원 "
22,GREEN INSPIRATION  GLOW DROP 30ml,바로 흡수되서 피부가 쫀쫀해져요. 건성이라 그린드롭 바르고 핑크드롭으로 마무리 하루 종일 촉촉합니다.,"35,000원 "
23,GREEN PEEL QUICK  WATER PAD 60sheets,"덥고 습해서 밖에서는 땀이 주륵하다 마르고 이렇게 반복하니 끈적끈적!! 그린패드 한장 뽑아서 닦아내니 넘 편하고 좋아요~~특히 얼굴 닦고 남은 걸로 귀, 목까지 정리하면 세수한거보다 시원 깔끔해요~ 여름철에 사용하기가 더 좋아요~","28,000원 "
24,YELLOW INSPIRATION  PEEL DROP  30ml,처음에 열심히 사용하다 요즘 더워서 생략했더니 다음날 얼굴에 기름이 번지르르… 화장도 뜨네요 ㅠㅠ 다시 주문해서 귀찮아도 저녁에 꼭 바르고 잡니다. ,"35,000원 "
25,PINK INSPIRATION  CREAM DROP 30ml,동생이 선물로 줘서 써보고 너무 좋았습니다. 요즘 세수하고 얼굴보면 반짝 반짝 광이 납니다. 그래서 이번엔 제가 주문합니다. 너무 헤픈게 고민이였지만!!! 커피값 대신 피부에 양보합니다^^~~,"38,000원 "
26,GREEN INSPIRATION  GLOW DROP 30ml,"지성이라 여름에 끈적임이 싫어서 화장품을 바르기 싫은데,, 사무실에 가면 건조하고 고민이였습니다. 이 문제를 그린드롭으로 끝냅니다. 스킨처럼 가볍게 발리지만 쌱 흡수되어 2-3번 레이어드 해 주면 하루종일 촉촉합니다. 여름 화장품으로 진짜 좋습니다.","35,000원 "
27,PINK BARRIER QUICK CREAM PAD 60sheets,날씨가 더워지니 여러가지 바르기 귀차니즘 핑크패드 하나만 사용해도 스킨 로션 기능 다 하는 듯!! 편하고 좋아요.,"29,000원 "
28,PINK INSPIRATION  CREAM DROP 30ml,하루종일 에어컨 바람에 얼굴이 너무 땡겨요. 핑크드롭 추천 받았어요. 뻑뻑하지 않고 가볍게 발려서 좋고 사무실에서도 하루종일 촉촉하니 탱글해서 너무좋아요. ,"38,000원 "
29,YELLOW INSPIRATION  PEEL DROP  30ml,친구가 강력하게 추천해서 사용해요. 효과 짱 좋은 듯!!! 일주일 사용하니 얼굴이 덜 번들거려요…. 피지가 많이 줄어요~~여름 필수템입니다,"35,000원 "
30,RED SOOTHER QUICK AMPOULE PAD 60sheets,"굉장히 얇은 패드가 얼굴에 착 붙어서 잘 안떨어져요. 요즘 머리 말릴 때 열이 올라오는데, 패드 붙여주고 말리면 시원하게 바로 진정되고 촉촉하게  유지되서 넘 좋아요*^^*","28,000원 "
31,PINK INSPIRATION  CREAM DROP 30ml,2주정도 저녁엔 옐로 아침엔 핑크 꾸준히 바르고 있습니다. 주변에서 어느 피부과 다니냐고 해서 ㅎㅎㅎ 기분 좋아서 후기 납깁니다~~,"38,000원 "
32,YELLOW INSPIRATION  PEEL DROP  30ml,2-3일에 한번씩 각질피지 느껴질때마다 사용중~ 저녁에 듬뿍 바르기만 하면 끝이니 자꾸 손이 가는 애정템이여요,"35,000원 "
33,GREEN INSPIRATION  GLOW DROP 30ml,악건성 피부라 여름에도 건조합니다. 그렇다고 크림을 바르면 답답하고 ㅠㅠ 그린드롭은 산뜻하게 쌱 발리고 금방 쏙 스며들어 효과가 좋아요. 여름에 더 손이 갑니다~ ,"35,000원 "
34,RED SOOTHER QUICK AMPOULE PAD 60sheets,선물받아서 사용해 보고 너무 좋아서 구매합니다. 날이 더우니 더 손이 가요. 열오른  얼굴에 쿨다운!! 진정!!! 쟁여놓고 사용중입니다~~,"28,000원 "
35,RED SOOTHER QUICK AMPOULE PAD 60sheets,머리 말릴 때 뺨에 붙여서 시원하게 쿨다운해요. 그리고 나서 얼굴 전체 닦으면 팩한거처럼 촉촉하고 피부결정리도 되고 진짜 편합니다^^ ,"28,000원 "
36,YELLOW INSPIRATION  PEEL DROP  30ml,날이 더워지니 이마랑 코주위에 번들번들 피지가 올라와서 고민이였는데 인별에서  요제품 추천이 많아서 구매했습니다. 2주째 저녁마다 사용 중인데 피지가 줄어드는게 보입니다. 그리고 얼굴이 맑고 밣아집니다. ﻿애정템이 될 듯!!!,"35,000원 "
37,GREEN INSPIRATION  GLOW DROP 30ml,진짜 건성피부인데 이렇게 꾸준히 사용하니 촉촉하고 광이나요. 기초는 이걸로 끝냅니다. 벌써 3번째 주문입니다~~ 너무 좋아서 후기쓰고 추천합니다.,"35,000원 "
38,RED SOOTHER QUICK AMPOULE PAD 60sheets,"3통째 사용하는 애착 패드입니다. 얇은데 폭신폭한 패드(찾아보니 다기공 에어홀 구조…스펀지 느낌???)에 촉촉한 앰플이 가득합니다. 데일리로는 토너패드로 얼굴에 열 오를 때는 진정 간편 팩으로~ 일석이조!! 일터쌍피 입니다. 뭐가 이리 촉촉하지 싶어서 그래서 오늘은 호기심에 짜 보았습니다~~ 첨부 사진은 짜기전 패드, 짜는 동영상(첨부가 안돼서 패스..꼭 짜보셔요) 짠 후 패드 입니다. 이 패드 넘 좋습니다.","28,000원 "
39,YELLOW INSPIRATION  PEEL DROP  30ml,"인스타보고 구매했어요 레드패드로 수분충전, 진정 옐로드롭으로 필링 세수할때마다 피부가 매끈해지는게 손끝으로 느껴서  깜짝 놀라요 이 조합 진짜 좋아요.","35,000원 "
40,PINK BARRIER QUICK CREAM PAD 60sheets,머리 말리는 동안 이마와 양볼에 붙여두니 시간절약되고 편하고 좋아요~말리는 동안 잠깐 팩했는데도 얼굴이 촉촉해지네요. 기초첫단계부터 촉촉하게 시작하니 화장도 잘 먹고 하루종일 당김이 없어요~~좋아요~~~,"29,000원 "
41,GREEN PEEL QUICK  WATER PAD 60sheets,날씨가 더워지니 지성이랑 번들번들 ㅠㅠ 클렌징패드로 쓱 닦아서 피지관리하니 편하고 짱입니다. 패드가 도톰해서 얼굴닦고  팔꿈치도 닦아줄고 팔도 쓱~~강추합니다^^ ,"28,000원 "
42,PINK INSPIRATION  CREAM DROP 30ml,악건성피부인데 그린드롭으로 수분충전 핑크드롭으로 보습 둘이 꿀조합이네요..촉촉하게 광이나요. 지인들이 요즘 피부관리 받냐고 물어봐서 먼데이뮤지엄 추천하고 있어요^^,"38,000원 "
43,RED SOOTHER QUICK AMPOULE PAD 60sheets,패드가 얇은데 앰플은 가득 머금고 있어 신기한합니다. 붙이고 나서 금방 시원 촉촉해진네요. 최애패드가 될 거 같습니다.,"28,000원 "
44,PINK INSPIRATION  CREAM DROP 30ml,핑크크림드롭 너무 좋아요~~ 크림인데도 로션처럼 샥 발리고 당기기거나 건조하지도 않네요.  지인들께 선물로 주기에도 가격이 넘  좋아요.,"38,000원 "
45,RED SOOTHER QUICK AMPOULE PAD 60sheets,요 패드로 닦아 내고 남은 건 목과 손등 문질 옐로드롭 사용하니 기초 끝이네요. 자극 일도 없이 얼굴이 보들만하고 다음날 화장도 잘 먹어서 너무 좋아요^^,"28,000원 "
46,GREEN INSPIRATION  GLOW DROP 30ml,바르자마자 흡수가 쫘~악 되고 촉촉하니 보습력 짱 좋아요. ,"35,000원 "
47,먼데이뮤지엄 샘플 4종 X 4SET (16ea) 무료샘플,"제품 너무 좋은데,, 프로모션은 아에 안하나요? 먼가 작게라도 좀 할인 하는거 같을때 사면 확 구매하는데 ㅋㅋ 암튼 그린앰플이랑 핑크크림 넘 좋아요 겨울&초봄엔 핑크패드 > 앰플 > 크림 이 순으로 발라주고 늦봄부터 자금까진 크림패드 & 앰플 이케 쓰는데 좋네요 피부가 확실히 좋아지는 거 같고, 자잘하게 트러블 가끔 나던것도 본품 한 통씩 다 사용하는동한 생활패턴 식습관 등 바뀐게 없는데도 한번도 안난거 같아요! 감꼭지 패드도 전에 사용했을때 넘 좋았는데, 암튼 그린앰플 & 핑크패드가 저한텐 제일 꿀조합이에요 할인하면 이것저것 좀 쟁여두고 싶네욤 올영에도 언능 입점 해주세요",0원 
48,PINK INSPIRATION  CREAM DROP 30ml,핑크크림드롭은 딱 찾고 있던 발림성과 흡수력이라 정말 좋아요.  은은하게 광이 나면서 하루종일 촉촉해요,"38,000원 "
49,GREEN INSPIRATION  GLOW DROP 30ml,지성 피부라 로션이나 크림같은거 무거운 제품을 바르기 싫어해요. 같이 구매한 레드패드로 피부결정리하고 그린글로우로드롭만 사용해도 산뜻하니 촉촉하고 좋아요^^,"35,000원 "
50,RED SOOTHER QUICK AMPOULE PAD 60sheets,가격대가 좀 있지만 너무 좋아서 네번째 구매합니다. 아껴 아껴서 쓰는데도 자꾸 손이 가니 다음엔 넉넉히 구매할까 합니다.  ,"28,000원 "
51,GREEN INSPIRATION  GLOW DROP 30ml,먼데이뮤지엄 3종으로 기초 끝!!! 옐로 필 드롭이  필링제품이라 선크림 바르기 번거로워 저녁에 주로 사용해요. 아침에는 그린 글로우 드롭+핑크 크림 드롭 이렇게 사용하니 얼굴이 하루하루 달라지면서 매끈하고 광채가 돌고~~좋아요. 먼데이뮤지엄 드롭 3종 강추합니다!!,"35,000원 "
52,PINK BARRIER QUICK CREAM PAD 60sheets,보들보들해서 자극이 없고 촉촉합니다. 크림앰플패드라 토너랑 로션이 합쳐진 느낌??? 여러가지 바르기 귀찮은 주말엔 세수하고 핑크크림패드 한장만 쓱!! 바르고 맙니다. 편하고 효과 좋은 패드입니다.,"29,000원 "
53,RED SOOTHER QUICK AMPOULE PAD 60sheets,앰플진정패드 진짜 좋아요~~얋아서 피부에 촥~~ 붙어요. 패드 착 붙여 놓고 머리 말리고 샥 닦아 내면 끝!! 근데 얇아도 패드가 폭신폭신한 게 진정앰플이 가득 담고 있어서 오랫동안 촉촉! 진짜 신기해요~~ 자극이 일도 없어 더 좋아요~~,"28,000원 "
54,GREEN PEEL QUICK  WATER PAD 60sheets,4통째 사용 중입니다. 세인후 가볍게 닦아주면 진짜 클렌징 끝!! 피부가 촉촉하게 토너사용 생략하고 기초 단계 시작 시작합니다.,"28,000원 "
55,YELLOW INSPIRATION  PEEL DROP  30ml,집에서 간단히 아침 저녁으로 바르기만 해도 각질과 피지를 케어할 수 있어 좋아요. 특히 저녁에 바르고 자면 다음날 아침 세수할때 얼굴이 보들보들~매끈하니 화장도 잘 먹는게 느껴져요^^~~~,"35,000원 "
56,GREEN INSPIRATION  GLOW DROP 30ml,앰플이 물같은 느낌이여서 과연???했는데 두겹정도 덧발라 주니 산뜻하고 촉촉해요. 끈적이거나 번들거리지 않고  화장할때 밀리지도 않아서 진짜 좋아요.,"35,000원 "
57,YELLOW INSPIRATION  PEEL DROP  30ml,"  10대때부터 여드름 피부로 화장품을 잘못 바르면 늘 피지조절이 잘 안되고 뭐가 더 나거나 트러블이 생기는 피부였어요, 우연히 각질 필링 앰플을 검색하다 옐로앰플을 발견하고 써보자 하고 한달동안 그냥 듬뿍 아침저녁으로 발랐는데 확실히 피지가 조절이 되는 느낌이 들면서 결이 정돈되는 효과를 보았습니다~  이 앰플은 몇안되는 저의 화장품중 이제 꾸준히 꼭 써야 하는 화장품의 확신이 들어서 두개를 추가 주문하였어요 인공적인 좋은냄새가 많이 나는 그런 화장품이 아니라는게 좋았고  같이 보내주신 샘플의 병풀추출물의 주황색 패드도 잘 사용하고 있습니다. 네이버스마트스토어에서 구매했을떄, 전화로 문의했을때, 소비자입장에서 생각해주시는 판매자분들의 느낌이 참 좋았습니다.  롱런하는 좋은 브랜드로 성장할거 같은 예감이 들어요. 화장품 추천은 보통 주위에 잘 안하지만, 링크까지 알려주며 친동생이랑, 저와 같은 피부타입을 가진 친한 친구에게 적극 자처하여 홍보했네요. 제가 너무 장점을 얘기해서 아마 구입했을거 같으네요 ㅋㅋ  화장대에 올려두면 기분좋아지는 브랜드 컬러와 패키지도 좋은 이미지에 한몫하는거 같아요,  좋은 화장품 만들어주셔서 감사하구, 또 다른 제품을 써볼수 있는 기회를 챙겨주셔서 정말 고맙습니다~ 앞으로 자주올게요~♥ 먼데이뮤지엄 최고입니다.  ","35,000원 "
58,GREEN PEEL QUICK  WATER PAD 60sheets,다양하게 사용이 가능한 패드라 짱 좋아요. 사용법 설명대로 귀찮게 화장솜에 토너 적시지 않고 바로 한장 쏙 꺼내서 피부결정리 머리 말리면서 티존에 팩처럼 사용 잠시 올려두고 닦아내면 묶은 각질이 녹여지는 듯! 진짜 좋아요.,"28,000원 "
59,PINK INSPIRATION  CREAM DROP 30ml,발림성도 좋고 촉촉하고 은은한 로즈마리향도 너무 좋음,"38,000원 "
60,YELLOW INSPIRATION  PEEL DROP  30ml,자극없이 각질 케어가 된다고 해서 인**보고 구매했습니다. 선크림사용을 안해서 저녁에 듬뿍 발랐습니다. 우아 다음날 세수할때 얼굴이 부들부들해 집니다. 꾸준히 사용하면 따로 필링 안해도 될 듯!!! 각질 피지 관리 옐로 인스퍼레이션 필 드롭으로 해결!,"35,000원 "
61,PINK INSPIRATION  CREAM DROP 30ml,피부가 민감해서 비건 화장품 찾다가 핑크색에 반해서 샀어요^^ 막상 사용해 보니 지성인 저한테는 안 맞아서 엄마에게 줬더니 너무 좋아하셔요~~ 크림이랑 앰플 중간 느낌이라  바르기도 편하고 촉촉하니 광이 나신다고 하셔요. 다 쓰시면 또 주문해 드려야 겠어요. 효녀 등극!!합니다.,"38,000원 "
62,RED SOOTHER QUICK AMPOULE PAD 60sheets,진짜 얇은 패드(다기공 구조???)인데도 불구하고 앰플이 엄청 함유하고 있어요. 건조한 뺨이랑 이마에 착!!! 붙이고 막 움직여도  안 떨어져서 좋아요~~ 그리고 붙이자 마자 시원해지고 한참 후 떼어내면 촉촉해요~,"28,000원 "
63,YELLOW INSPIRATION  PEEL DROP  30ml,자극없이 각질관리가 되니 이제 필수품이 됨 ,"35,000원 "
64,GREEN INSPIRATION  GLOW DROP 30ml,바르자 마자 쏙 흡수되어 촉촉하니 좋아요. 2-3벜 레이어해 주니 이거 하나만 발라도 충분해요.,"35,000원 "
65,PINK INSPIRATION  CREAM DROP 30ml,크림을 아무리 발라도 해결 안되는 건조함이 핑크드롭 사용하고 당김이 안 느껴집니다. 화장도 뜨지 않고!! 쟁여 놓고 싶은 제품을 만났습니다.,"38,000원 "
66,YELLOW INSPIRATION  PEEL DROP  30ml,자극없이 바르고 자기만 하면 필링이 되다니 진짜 신기!! 며칠 사용 중인데 아침에 얼굴이 매끌거립니다. 낮에 피지도 덜 올라오고 요거 물건입니다.,"35,000원 "
67,PINK BARRIER QUICK CREAM PAD 60sheets,얼굴에 바르고 나서 남는 걸로 팔도 닦아보니 촉촉하니 너무 좋습니다.온몽에 바를 수 있는 대용량이 나오면 좋겠습니다~~,"29,000원 "
68,RED SOOTHER QUICK AMPOULE PAD 60sheets,딸이랑 같이 사용 중입니다. 트러블이 올라오는 곳에 잠시 팩하면 사르르르 진정이 됩니다.,"28,000원 "
69,YELLOW INSPIRATION  PEEL DROP  30ml,필링제품인데 그냥 앰플같아요. 매일 사용하는데도 자극이 일도 없고 얼굴은 보들보들 피지각질이 그냥 관리가 되요,"35,000원 "
70,PINK INSPIRATION  CREAM DROP 30ml,고보습 고영양 제품인데도 크림처럼 뻑뻑하니 답답하지 않고 부드럽고 가볍게 발리네요~ 며칠 시용해보니 촉촉하니 속에서 광이 올라오는 듯 보내주신 샘플도 써보니 다 순하니 너무 좋아요.,"38,000원 "
71,YELLOW INSPIRATION  PEEL DROP  30ml,귀찮게 씻지 않아도 되고 ﻿각질피지 관리가 이리 쉽게 되다니!! 확실히 다음날 아침 세수하는데 얼굴이 매끈하고 화장이 안 뜹니다~~굿!!,"35,000원 "
72,GREEN PEEL QUICK  WATER PAD 60sheets,각질이 싹~닦이는 거 같습니다. 패드가 두꺼워서 한장으로 얼굴닦고 목이랑 발끔치까지 닦아냅니다^^촉촉하게 깨끗해지는 느낌이 너무 좋습니다.,"28,000원 "
73,YELLOW INSPIRATION  PEEL DROP  30ml,각질케어 은근 귀찮은데 지인이 바르는 필링제품이라고 소개해줘서 구매해봤습니다. 레드패드로 피부결 정리하고  옐로~필드롭 사용 이렇게 3일째 사용 중인입니다.  아침에 한결 피부가 매끈하고 화장도 잘 먹습니다~~ 대만족!!,"35,000원 "
74,GREEN INSPIRATION  GLOW DROP 30ml,1초 수분 급속 충전!! 빠른 진정!!! 지성이라 무거운 크림 사용안하니 속은 건조하고 힘듬!! 요제품이 딱 수부지피부를 위한 거네요~ 물같아서 주르륵 흐르는 것만 조심해서 2-3번 발라주니 촉촉하고 광채가 나요~~,"35,000원 "
75,YELLOW INSPIRATION  PEEL DROP  30ml,필링 따로 하려면 은근 귀찮은데 바르기만 하면 끝!! 진짜 편하네요. 매끈 쫀쫀해지는게 느껴집니다.,"35,000원 "
76,YELLOW INSPIRATION  PEEL DROP  30ml,"민감한 피부라 필링제품 사용못하고 있어요. 봄이라 각질은 올라오고 ㅠㅠ 인스타에서 자극없이 녹이는 필링앰플?이러고 해서  구매했습니다. 포장, 용기, 제품까지 세심하게 신경쓴 개 보여 더 믿음이 가요~~ 3일째 사용 중인데 아침에 보들 매끈,, 그리고 화장이 잘 먹어 만족*만족 해요.","35,000원 "
77,GREEN PEEL QUICK  WATER PAD 60sheets,패드 한장으로 끝!! 편해요^^,"28,000원 "
78,GREEN INSPIRATION  GLOW DROP 30ml,홍조 진정에 짱!! 바르자 마자 쏙 흡수 끈적임 일도 없음 두세번 레이어링 해 주면 피부가 완전 쫀쫀해짐,"35,000원 "
79,RED SOOTHER QUICK AMPOULE PAD 60sheets,얋아서 피부에 착~ 붙어요. 그리고 쿨링패드라 시원한 느낌!! 피부진정까지 되니 최애 토너패드가 될 거 같아용^^,"28,000원 "
80,YELLOW INSPIRATION  PEEL DROP  30ml,"가볍고 산뜻한 느낌이여요. 바르는 데일리 필링앰플이라고 해서  궁금했는데, 진짜 편해해요. 다음날 아침 세수할때 얼굴이 보들보들합니다.","35,000원 "
81,PINK INSPIRATION  CREAM DROP 30ml,"크림과 앰플의 중간?? 가볍게 빌리지만 영양감, 보습감은 무겁습니다.     따로 크림을 바르지 않아도 건조해지지 않아서 만족하며 열심히 사용중입니다.","38,000원 "
82,PINK BARRIER QUICK CREAM PAD 60sheets,팩하려면 번거러운데 한장씩 꺼내서 건조한 부위에 올려두면 끝!! 촉촉 끝판왕입니다.,"29,000원 "
83,GREEN INSPIRATION  GLOW DROP 30ml,바르자 마자 끈적임없이 바로 흡수되고 빠르게 진정시켜주네요. 그리고 답답하지 않고 메이크업할때 밀리지 않아서 좋아요~,"35,000원 "
84,PINK INSPIRATION  CREAM DROP 30ml,신기한 크림앰플이네요. 너무 무겁지도 않고 그렇다고 가볍지도 않고!!! 잘 발리면서 금방 스며들어 보습력이 좋네요.,"38,000원 "
85,GREEN INSPIRATION  GLOW DROP 30ml,"생일선물로 받았어요.  정말 맘에 쏙 듭니다. 지성이라서 무겁고 답답한 제품과는 안 맞는데,, 먼데이뮤지엄 패드로 닦고 앰플사용하니 끈적임 하나도 없이 뽀송합니다~","35,000원 "
86,YELLOW INSPIRATION  PEEL DROP  30ml,"필링을 앰플로 한다는게 생소한데,, 리뷰가 좋아 궁금해서 사용중입니다.  우선은 바르기만 하면 되서 편하고 아침에 세수할때 매끈거려요~~ 굿~","35,000원 "
87,RED SOOTHER QUICK AMPOULE PAD 60sheets,매일 사용하는 패드로 자극이 없어서 좋구 앰플양도 많아서 얼굴 목 닦고 양손까지 사용가능해요.,"28,000원 "
88,YELLOW INSPIRATION  PEEL DROP  30ml,저녁마다 각질케어를 따로하지 않고 발라주기만 하면 되니 편해요. ,"35,000원 "
89,YELLOW INSPIRATION  PEEL DROP  30ml,저녁에 주로 바르는데 피부가 촉촉하고 매끈해집니다. 다음날 화장할때 확실히 차이가 나네요.,"35,000원 "
90,GREEN INSPIRATION  GLOW DROP 30ml,지성피부랑 이제품을 꾸준히 사용 중!! 진짜 1초만에 쌱 흡수되고 촉촉해요. 기초 맨처음 단계에 사용 중!! 번들거림없이 사용할 수 있어서 좋아요,"35,000원 "
91,GREEN PEEL QUICK  WATER PAD 60sheets,각질제거가 잘 되어요. 인공적인 향이 없어 냄새에 민간한 저에게 잘 맞는 듯.,"28,000원 "
92,GREEN PEEL QUICK  WATER PAD 60sheets,너무 좋아요 패드가 도톰해서 각질도 잘 닦이고 피부톤도 밝아졌어요~~,"28,000원 "
93,PINK INSPIRATION  CREAM DROP 30ml,핑크 크림앰플 사용후 극심한 당김이 없어졌어요^^ 답답한 크림 대신 산뜻하고 가볍게 발리고 건조는 잡아주고  특히 요즘처럼 건조한 계절에 필수템이여요~~,"38,000원 "
94,RED SOOTHER QUICK AMPOULE PAD 60sheets,"패드가 엄청 얇은데 폭신폭신해요… 시원하고  촉촉 합니다. 토너패드, 팩 다양하게 잘 사용하고 있습니다.","28,000원 "
95,YELLOW INSPIRATION  PEEL DROP  30ml,인스타에서 추천으로 구매해봅니다. 자극없이 데일리로 바르기만 하면 되는 점이 좋구요… 써보니 흡수도 잘되고 결이 정돈되는 느낍입니다~~만족합니다.,"35,000원 "
96,GREEN PEEL QUICK  WATER PAD 60sheets,세안후 그린패드로 깔끔하게 클렌징 끝!! 그리고 따로 스킨사용하지 않아도 되서 진짜 편해요~,"28,000원 "
97,RED SOOTHER QUICK AMPOULE PAD 60sheets,"한통 다 쓰고 또 주문!! 민감성 피부인데 요걸로 닦토하고 잠깐 팩해주면 스르르 진정되요. 패드도 보들, 앰플양도 진짜 많아요. 저의 진정템입니다^^","28,000원 "
